name,email,phone,age,zipcode,income,label
Riley Patel,riley.patel@mail.test,809-947-8067,33,45282,57911,1
Taylor Patel,taylor.patel@example.com,777-945-2480,28,46737,82688,1
Sam Lee,sam.lee@mail.test,286-278-4276,31,34124,43027,1
Alex Smith,alex.smith@demo.org,990-536-7447,20,80102,51538,1
Casey Patel,casey.patel@mail.test,579-329-2299,68,12196,54444,1
Casey Lee,casey.lee@demo.org,898-757-5994,67,71527,57712,1
Riley Patel,riley.patel@example.com,382-467-8489,59,95395,54810,1
Jordan Garcia,jordan.garcia@demo.org,711-811-9269,55,21345,55100,1
Riley Smith,riley.smith@example.com,983-538-3721,62,44077,54854,1
Jordan Kim,jordan.kim@example.com,755-708-9429,59,76400,28932,1
Riley Patel,riley.patel@mail.test,333-391-1277,35,22055,74900,1
Riley Garcia,riley.garcia@mail.test,217-723-5275,37,95283,102917,1
Riley Kim,riley.kim@mail.test,322-445-4122,65,54484,64474,1
Jordan Kim,jordan.kim@mail.test,270-679-8727,42,87514,42964,1
Jordan Patel,jordan.patel@demo.org,218-973-3131,55,45771,44482,1
Riley Lee,riley.lee@demo.org,354-764-7500,30,67654,69198,1
Sam Patel,sam.patel@demo.org,846-642-7666,21,56540,65782,1
Taylor Garcia,taylor.garcia@example.com,342-391-2410,31,93151,55736,1
Taylor Kim,taylor.kim@demo.org,577-780-1534,50,39377,71301,1
Taylor Patel,taylor.patel@demo.org,892-492-2032,45,59573,29042,1
Jordan Lee,jordan.lee@demo.org,470-586-7085,69,52733,71311,1
Jordan Patel,jordan.patel@mail.test,728-353-5500,54,21760,63566,1
Sam Smith,sam.smith@demo.org,348-466-5517,25,35762,45061,1
Taylor Lee,taylor.lee@example.com,817-671-3940,61,60986,38500,1
Taylor Garcia,taylor.garcia@mail.test,746-830-8670,51,44332,61820,1
Riley Kim,riley.kim@example.com,213-977-4723,61,50100,81109,1
Jordan Patel,jordan.patel@demo.org,563-318-4309,22,14944,56579,1
Taylor Lee,taylor.lee@mail.test,745-368-7665,22,58825,47210,1
Casey Smith,casey.smith@example.com,833-856-1882,48,23877,62869,1
Sam Lee,sam.lee@demo.org,968-979-5611,62,39990,87313,1
Casey Nguyen,casey.nguyen@example.com,596-305-6204,26,65283,66469,1
Casey Smith,casey.smith@example.com,413-320-4203,59,13258,68091,1
Sam Garcia,sam.garcia@example.com,396-218-1641,49,41629,78342,1
Casey Kim,casey.kim@demo.org,211-280-9521,50,47579,67088,1
Taylor Garcia,taylor.garcia@demo.org,973-591-5732,20,32958,48285,1
Jordan Patel,jordan.patel@example.com,506-466-4518,47,49465,33832,1
Sam Lee,sam.lee@mail.test,640-851-7984,67,95853,46175,1
Riley Nguyen,riley.nguyen@mail.test,201-719-2674,29,25775,43429,1
Casey Smith,casey.smith@demo.org,835-508-1739,46,86575,69890,1
Sam Smith,sam.smith@demo.org,721-668-6127,20,44207,71975,1
Alex Lee,alex.lee@demo.org,676-659-6645,43,32553,62634,1
Alex Nguyen,alex.nguyen@demo.org,951-637-8124,47,63632,40970,1
Jordan Lee,jordan.lee@demo.org,860-435-9669,26,10055,86799,1
Taylor Patel,taylor.patel@mail.test,878-219-7998,43,98697,53757,1
Jordan Garcia,jordan.garcia@demo.org,334-328-6413,19,42873,69052,1
